entropy,energy,hybrid,mc_dropout,ensemble
0.00015394702,37.644203,18.822178,0.10143198,0.11478724
0.00067507016,34.59261,17.296642,0.092501305,0.040305257
0.0003497777,30.54939,15.27487,0.034637608,0.06640917
7.4378813e-06,48.07267,24.036339,0.07565334,0.07905272
4.8825196e-08,52.01578,26.00789,0.027816698,0.010955325
0.017237602,34.09798,17.05761,0.032032296,0.02122355
0.00050712965,32.149986,16.075247,0.10445196,0.085856475
5.4458224e-06,36.492622,18.246313,0.0018028909,0.0010748344
1.1358944e-05,42.65785,21.32893,0.050051656,0.05355693
1.1844015e-06,49.286182,24.643091,0.037656058,0.014545197
0.0014885684,37.029415,18.515451,0.09802941,0.07048453
1.7719054e-07,50.284206,25.142103,0.08451457,0.053079415
0.0015941714,37.753998,18.877796,0.06843912,0.058158487
0.0015645645,29.031513,14.516539,0.117112495,0.065677084
3.802194e-09,65.25254,32.62627,0.040633924,0.036631316
0.0948263,20.704046,10.399436,0.2647619,0.15728198
2.0548441e-06,48.82265,24.411327,0.043936867,0.002974763
0.112341665,21.918676,11.015509,0.057930596,0.08286238
0.07499811,37.93356,19.004278,0.06472446,0.13600686
0.039695676,26.013636,13.026666,0.04582633,0.08911402
0.028238427,25.546629,12.787434,0.046208683,0.07395299
3.5742943e-07,52.909782,26.454891,0.0034738195,0.00412503
0.0429546,43.890896,21.966925,0.096575454,0.026178548
2.172411e-08,49.44768,24.72384,0.0034615027,0.00025498585
0.054928035,28.385983,14.220455,0.17715594,0.11793786
1.887068e-05,39.956306,19.978163,0.0051501426,0.064185604
0.049498864,41.17913,20.614315,0.05097584,0.08401882
0.018697888,33.818253,16.918476,0.021173235,0.05333837
0.0034465878,34.872673,17.43806,0.1423581,0.061604165
0.0002056094,39.718956,19.859581,0.12182094,0.07334539
0.052492306,25.49456,12.773526,0.1123909,0.06157865
3.294051e-05,33.742664,16.87135,0.11162542,0.05988954
0.03516962,28.831818,14.433494,0.015021467,0.0074211475
6.999784e-12,76.45325,38.226624,0.04254474,0.0055589066
0.11212788,27.904732,14.00843,0.108318076,0.066388205
0.11363286,31.077337,15.595485,0.08050194,0.1519118
0.029641466,30.197927,15.113785,0.08328656,0.08046377
4.944518e-05,40.042133,20.021091,0.089671925,0.07682631
0.057175506,26.167156,13.112165,0.065514676,0.07151933
0.00051600824,38.060875,19.030695,0.10776175,0.106374316
0.0066282763,38.49443,19.25053,0.023839096,0.13386029
5.5927608e-06,67.086655,33.54333,0.13458483,0.049716815
0.018909298,23.106607,11.562758,0.037824273,0.096686505
0.00037424252,54.205498,27.102936,0.061080504,0.0531079
1.6911281e-08,48.70369,24.351845,0.011329679,0.035765465
0.001981372,43.414814,21.708397,0.0587223,0.12239863
0.0006631852,33.8402,16.920431,0.058524147,0.07431606
0.010560776,24.338772,12.174666,0.0077829794,0.056102544
0.009620919,32.93217,16.470896,0.14417075,0.057191882
1.146353e-07,55.148396,27.574198,0.103637226,0.069179654
0.0005136343,39.133366,19.56694,0.08592823,0.07192282
0.0077818437,34.056602,17.032192,0.0766861,0.032482635
0.0083200075,33.963253,16.985786,0.0983732,0.111754
0.0007554161,28.89367,14.447212,0.12684365,0.10727845
3.8691316e-05,38.15017,19.075104,0.06934689,0.08823411
0.04798017,42.543407,21.295694,0.07673061,0.08217122
0.08222735,26.720898,13.401563,0.11181402,0.059108794
8.1498474e-05,46.544132,23.272106,0.06063049,0.10898475
0.0009182439,49.41369,24.707304,0.13532422,0.14790402
1.2325089e-08,46.311314,23.155657,0.013557771,0.013124603
0.00047181037,34.233154,17.116814,0.09067853,0.0742497
0.057018537,21.094973,10.575995,0.11012459,0.11758388
0.042283658,32.97895,16.510616,0.1726125,0.07253186
6.296174e-07,50.420574,25.210287,0.05369196,0.012750354
0.00046187922,40.391846,20.196154,0.072738975,0.04414769
0.001059826,35.75516,17.87811,0.08488133,0.115449406
5.958687e-05,41.58561,20.792835,0.05248885,0.025655188
2.591892e-05,50.76647,25.38325,0.11698463,0.020638108
0.015289296,28.728193,14.371741,0.1720703,0.11545926
0.0052540465,24.123148,12.064201,0.054591477,0.046232957
0.0005196046,35.596294,17.798407,0.010640548,0.036016624
0.045611124,22.385162,11.215386,0.08562936,0.050268237
0.0020437827,40.487667,20.244856,0.015113985,0.06255615
1.6223251e-07,50.78963,25.394815,0.0856438,0.0858416
0.0072155935,21.260868,10.634042,0.051596347,0.07044095
0.051312532,36.910206,18.480759,0.19236873,0.11428244
0.15953559,20.150976,10.155256,0.13077423,0.13747035
0.01706164,41.216057,20.61656,0.10587301,0.0421949
0.030220423,42.85878,21.4445,0.085618064,0.052500788
0.03333101,22.681505,11.357418,0.104284175,0.09179346
0.059648424,16.402237,8.230943,0.0740842,0.07149296
0.008984292,30.80966,15.409322,0.059450526,0.1151474
0.039414473,30.53581,15.287613,0.05231797,0.04659615
0.0008071058,37.17382,18.587315,0.016449895,0.044302057
0.012549328,27.833727,13.923138,0.08919444,0.14735979
0.047549974,24.699366,12.373458,0.17341648,0.05587475
0.02382735,20.870344,10.447085,0.17996009,0.10239051
6.775468e-05,39.76091,19.88049,0.0061956854,0.07953115
6.7022277e-09,55.834507,27.917253,0.0053505865,0.04827063
1.5626836e-05,36.230625,18.11532,0.019181108,0.009631022
0.0017865256,47.314877,23.65833,0.018361978,0.007074818
0.06799552,25.757946,12.912971,0.085548095,0.10206879
0.037719086,22.39424,11.21598,0.16079889,0.17937289
8.625357e-07,53.946632,26.973316,0.09790619,0.10768516
0.049540404,38.529507,19.289524,0.03262354,0.10711096
0.010458881,24.221249,12.115853,0.02657763,0.025668005
0.05667109,24.844782,12.4507265,0.13041738,0.15574272
8.204249e-07,57.02414,28.51207,0.008621087,0.08691241
1.0538221e-06,50.43152,25.21576,0.07763865,0.05106635
0.038354836,41.908657,20.973505,0.06663265,0.08885966
1.9032893e-10,69.29024,34.64512,0.07648505,0.014195549
0.00044902563,41.580597,20.790524,0.103235625,0.08613013
2.0544287e-07,57.256287,28.628143,0.024618188,0.064733215
2.0456015e-05,41.103645,20.551832,0.042116653,0.09602394
0.00010336543,30.408861,15.204482,0.025317466,0.018264618
0.0012596161,37.48049,18.740875,0.10926995,0.082184546
0.023698715,25.593184,12.808441,0.016416384,0.07133588
0.009821907,56.423485,28.216654,0.030767653,0.05734255
0.023169689,35.19855,17.61086,0.0796118,0.08060968
0.043763477,40.994743,20.519253,0.087134555,0.0860797
0.0062406533,30.2916,15.14892,0.072556645,0.10754444
0.039102778,32.839737,16.43942,0.081291005,0.121698774
0.040696938,37.090042,18.565369,0.07790764,0.11799583
0.030626183,42.70191,21.366266,0.070335105,0.08841577
0.048207898,21.057936,10.553072,0.045228485,0.04270546
0.000112089314,43.655178,21.827644,0.09340268,0.10246669
0.030289989,36.713093,18.37169,0.06492454,0.065008245
0.029999228,36.070206,18.050102,0.057585247,0.088389926
0.08124319,19.453917,9.76758,0.1372471,0.09620254
0.011859227,31.36366,15.68776,0.07518282,0.07553833
0.0010387909,48.93989,24.470465,0.02269448,0.05138326
0.018625077,22.393814,11.20622,0.12583473,0.122075655
0.0017008459,38.17857,19.090136,0.0059392923,0.042393014
1.2920866e-11,86.428764,43.214382,0.00057040824,4.812955e-05
0.053361718,35.27063,17.661995,0.07419101,0.06079829
0.0044363914,38.334324,19.16938,0.19867285,0.116972834
0.10957535,18.199842,9.154709,0.10185506,0.12716764
0.041117,41.524944,20.783031,0.07863973,0.091245264
0.023832833,23.358463,11.691148,0.12357515,0.146668
0.02451201,32.45565,16.240082,0.20723687,0.15132743
2.002783e-08,58.191154,29.095577,0.080494575,0.03917076
0.095273055,27.15084,13.623057,0.052053325,0.03702997
4.0180876e-06,46.944458,23.47223,0.2142792,0.10721396
1.173989e-06,45.809822,22.904911,0.11426035,0.0906637
0.012280949,23.977568,11.994925,0.044524528,0.030116454
0.028120603,34.56385,17.295986,0.015507654,0.052807234
0.0011507324,33.00092,16.501036,0.007826555,0.007094052
9.509231e-07,54.90021,27.450106,0.014514811,0.0055452813
0.083342224,30.262167,15.172754,0.12901993,0.16418903
0.06720358,40.369923,20.218563,0.10332208,0.09902306
0.028236454,42.092926,21.060581,0.03440314,0.12812893
7.871405e-08,46.557312,23.278656,0.041405655,0.010650854
0.0529745,17.160736,8.606855,0.05913205,0.07781577
0.0011542744,35.49425,17.747704,0.103252605,0.065453455
0.020325383,25.80762,12.913972,0.036060914,0.03701046
0.057792254,31.993958,16.025875,0.080148146,0.04310974
0.048900075,39.75919,19.904045,0.057329316,0.093165524
0.052552536,21.61302,10.832787,0.13266675,0.14300093
0.03655867,36.117626,18.077093,0.08616434,0.15595065
0.04953549,37.783894,18.916714,0.08219069,0.04533098
0.01797574,28.573603,14.295789,0.020921296,0.045714892
0.01773171,28.669077,14.343405,0.1208424,0.11756529
0.00063348084,37.454727,18.72768,0.1430655,0.07097103
0.090679854,24.794199,12.442439,0.0684917,0.044553686
0.11130429,18.842165,9.476735,0.02334684,0.07039689
0.03017142,42.280098,21.155134,0.11117707,0.041777357
5.5303335e-06,43.416924,21.708464,0.020326866,0.038795438
0.0012613552,35.689556,17.84541,0.031736594,0.057688795
0.046488173,38.94211,19.494299,0.056006093,0.06287601
5.828888e-07,43.12117,21.560585,0.014859633,0.016728466
0.040990315,42.81289,21.426939,0.08947004,0.081748635
0.099890865,20.834929,10.46741,0.13963518,0.075621784
0.048376434,31.95355,16.000963,0.15006517,0.07465102
0.020271912,33.788307,16.90429,0.07221325,0.0659428
0.034789648,34.2491,17.141945,0.06023679,0.042977538
0.0005878325,39.730312,19.86545,0.033372335,0.011001221
0.11320503,21.94161,11.027408,0.04998713,0.08116682
6.182995e-08,57.195236,28.597618,0.0020902199,0.013408017
0.028049046,32.102463,16.065256,0.09830093,0.06988039
0.032170206,31.221817,15.626993,0.06023381,0.05118205
2.6711719e-08,58.030304,29.015152,0.06264087,0.05877072
0.044045188,29.504145,14.774095,0.1402524,0.13118473
3.1168642e-07,57.057095,28.528547,0.009614579,0.010125336
0.00021648691,40.94602,20.473118,0.079660475,0.0578125
0.00053446874,33.231575,16.616055,0.10454889,0.15231895
0.048921887,33.91694,16.982931,0.09185429,0.091043495
0.06860694,23.48282,11.775714,0.056976747,0.08540274
0.09721176,19.781794,9.939503,0.20425707,0.1589734
0.043722905,36.27328,18.158503,0.06263265,0.04029277
0.001693034,35.65173,17.826712,0.1591174,0.06349684
7.2077455e-05,38.781307,19.39069,0.095971875,0.031177053
0.000727126,25.333933,12.66733,0.026335986,0.04770973
0.030054113,21.359734,10.694894,0.05011267,0.067319624
0.049249332,27.181929,13.615589,0.052347828,0.06492328
