entropy,energy,mc_dropout,ensemble,hybrid
0.1318307,0.035642326,0.0010433495,0.01122421,0.17913449
0.07320974,0.00890791,0.0004838854,0.0014319122,0.094720826
0.08095556,0.008622201,0.00045393407,0.010299675,0.105537295
0.13288611,0.03223639,0.00067462027,0.0038674697,0.18031073
0.09250358,0.027629383,0.00076108426,0.002694741,0.123380676
0.096825466,0.014688145,0.00069470704,0.0065580606,0.12828627
0.079344235,0.004744751,0.00060831755,0.0025177002,0.10293927
0.106094055,0.030832803,0.0009161532,0.005804822,0.14268619
0.16792373,0.04761277,0.0011308193,0.011288866,0.23071131
0.03225264,0.0017643245,0.0002553463,0.0025690757,0.036762405
0.028671611,0.0009218002,0.00032150745,0.003428638,0.03167563
0.10843576,0.050034884,0.00065101683,0.005521387,0.14766082
0.220941,0.14744046,0.0012670159,0.009385139,0.3137412
0.080631375,0.005989244,0.0006850362,0.0044216365,0.10485085
0.04338833,0.0021896986,0.0004796572,0.003475424,0.052386474
0.144858,0.09064609,0.0006353259,0.0067444593,0.2022296
0.23343793,0.17545328,0.0012079924,0.032870546,0.33370858
0.22638376,0.38131356,0.0011902899,0.012044132,0.34202796
0.13805659,0.02425287,0.0009466857,0.005548723,0.18684222
0.076826505,0.07284056,0.00042559206,0.0024346188,0.10543324
0.08993308,0.019547211,0.0007571876,0.0017588511,0.11906852
0.16210195,0.11003712,0.0015971512,0.0075134933,0.22807941
0.13854156,0.03884103,0.0009279251,0.006453514,0.18881027
0.052364606,0.02193953,0.00043044984,0.006726958,0.06669585
0.19969186,0.5999936,0.0009627938,0.006389454,0.32399362
0.061883014,0.005340238,0.0004531741,0.0018071383,0.078551665
0.021578915,0.00031650363,0.0003888812,0.0012161843,0.021694584
0.1973547,0.284431,0.0013700277,0.012287602,0.29283434
0.07446586,0.0070003495,0.0004169345,0.0024692863,0.09631042
0.1142518,0.036774773,0.00086820126,0.0058875084,0.15462959
0.103090174,0.052336577,0.00075155497,0.0058391914,0.1403821
0.07734981,0.020446105,0.0005347505,0.004792385,0.10153532
0.124726534,0.033987474,0.0009860694,0.0044433773,0.1690446
0.13821383,0.028809896,0.0006686002,0.0042148083,0.18746503
0.05165545,0.0024950805,0.00041808933,0.0035946444,0.06398484
0.1992938,0.36900443,0.0011655539,0.008177161,0.30302268
0.036944073,0.0012913211,0.00034207478,0.009979576,0.04328714
0.13279483,0.0328078,0.0012465268,0.012175202,0.18023345
0.02297421,0.00064471294,0.00031389296,0.0028737076,0.023676569
0.07041843,0.044366997,0.000597775,0.0025937036,0.09394758
0.10708245,0.036975414,0.00069868565,0.0042998865,0.14461248
0.04531427,0.0031101403,0.0003755875,0.005547799,0.055163532
0.09438961,0.014039807,0.000687547,0.006894253,0.12481954
0.11350527,0.02424731,0.0006224811,0.0039626807,0.15247755
0.13100146,0.027381688,0.0006952584,0.005524263,0.17724375
0.115226544,0.02184933,0.00072543323,0.007733695,0.15467489
0.120697945,0.030384384,0.00066673756,0.007422805,0.16308743
0.11689386,0.09108652,0.0010182709,0.010218851,0.16312747
0.26149353,0.26426986,0.0010567605,0.007965118,0.38082683
0.092742905,0.019508908,0.0005919337,0.0050146207,0.122998
0.08210096,0.0063640857,0.0006275326,0.007730633,0.10694093
0.12463389,0.018645912,0.0008504689,0.018464014,0.16755913
0.11765203,0.031577095,0.0008684993,0.0032205954,0.1589295
0.13107274,0.046165854,0.0012056828,0.0062727183,0.17900358
0.17301564,0.03481904,0.0008715093,0.009763673,0.23670772
0.21719837,0.5439291,0.0013951212,0.010089025,0.34354252
0.17086503,0.09313822,0.0010491163,0.023832172,0.23885153
0.027102062,0.00042589975,0.00027335435,0.0019087084,0.02943493
0.1967173,0.053981386,0.0011878908,0.008297145,0.2715761
0.25001317,0.5677323,0.0012971461,0.009026945,0.39157656
0.12141825,0.033875126,0.000826478,0.004230961,0.16440412
0.18574327,0.45368093,0.0016530901,0.014516443,0.29153952
0.09005545,0.009339487,0.00054935366,0.00442829,0.11833768
0.14137734,0.04498988,0.0011884719,0.0059011728,0.19332288
0.078999266,0.009481005,0.00045135617,0.0014384538,0.102874994
0.2215012,0.91709995,0.0010779649,0.012159675,0.38254422
0.20286475,0.4324346,0.002550006,0.026982218,0.31362656
0.13284819,0.059090823,0.00087991357,0.0082666725,0.1826309
0.20986238,0.088006005,0.001774773,0.038252667,0.292982
0.128037,0.12297389,0.0010294914,0.011729926,0.18154244
0.20213303,0.21059674,0.0010319054,0.01591608,0.29299736
0.06277731,0.006754692,0.0006579235,0.0061167404,0.0799284
0.16670232,0.9024048,0.0011332482,0.009095937,0.30454427
0.1500442,0.07338017,0.000777334,0.009585902,0.20796277
0.08567552,0.006970019,0.00091060996,0.0036542565,0.11199775
0.056813054,0.004122874,0.00091953576,0.015027069,0.07134772
0.20940217,0.9289442,0.0013935715,0.0120995045,0.36665612
0.23231347,0.18478878,0.00083336234,0.008771867,0.33295974
0.030264622,0.0013600374,0.00021826103,0.00094844773,0.033944074
0.1606276,0.40015113,0.0008302629,0.0058674365,0.2516547
0.2094443,0.26936245,0.0013274848,0.004750043,0.3084243
0.22786751,0.16313067,0.0012587905,0.02405855,0.32482275
0.17969105,0.043137617,0.0009923279,0.006578639,0.24678637
0.20282453,0.78457755,0.0015187413,0.010605156,0.34469104
0.042538725,0.025162812,0.0002892241,0.0013288036,0.053227548
0.14799699,0.060903814,0.0008661449,0.009769887,0.2039947
0.12180449,0.039311934,0.0007324666,0.0061835945,0.16542521
0.06926291,0.021907201,0.0006427169,0.0039618015,0.090345316
0.1784918,0.10293334,0.0012473464,0.00834392,0.25039226
0.1289151,0.025287952,0.0006340593,0.003382817,0.17413846
0.027433623,0.002880262,0.000231551,0.00085606426,0.030115912
0.11827936,0.021465963,0.0010553747,0.0039581135,0.158914
0.11208261,0.029251643,0.00054810196,0.0033158213,0.15092854
0.17381641,0.055086102,0.0010256618,0.0066522956,0.23961966
0.10705588,0.050428893,0.000879772,0.0053700805,0.14576426
0.1100336,0.023490373,0.0012028217,0.013172865,0.14755142
0.094883464,0.020420764,0.00055808574,0.0035058632,0.1260747
0.17945306,0.22104539,0.00094252825,0.0074932873,0.26217592
0.10703632,0.038064025,0.00094261765,0.0071754456,0.14464413
0.2438626,0.22298941,0.0015007555,0.015074417,0.3525009
0.16075224,0.057988092,0.0008506626,0.0084094405,0.22159037
0.100781,0.012634115,0.00053635985,0.002034627,0.13364126
0.19666663,0.15141335,0.0014261603,0.015318185,0.28011578
0.20866027,0.21931067,0.0012777597,0.026580513,0.3029036
0.08566247,0.027231213,0.0005221814,0.002250336,0.113770075
0.078492016,0.009412844,0.00038701296,0.0023061335,0.10215898
0.17817007,0.1864619,0.0006400645,0.0057281554,0.2573238
0.19171701,0.098926194,0.0007119924,0.007685438,0.2685493
0.03992171,0.010033324,0.00034830347,0.0008765273,0.048227474
0.22712106,0.32721555,0.0011531711,0.010689676,0.338279
0.017205905,0.00016457314,0.00027585216,0.00056123734,0.015560315
0.22934446,0.6133859,0.0012757182,0.015711099,0.3666815
0.07834542,0.021218434,0.00055110455,0.0032198653,0.10299712
0.08418422,0.006137494,0.0008727461,0.011807449,0.10983683
0.04725545,0.0050642123,0.0003490746,0.0022431277,0.058053266
0.08239098,0.013439691,0.00038453192,0.0040980205,0.10797218
0.29803264,0.37006134,0.0011613369,0.016352803,0.4413195
0.06880449,0.009508386,0.0003087595,0.0020485185,0.08860792
0.17209452,1.1905586,0.0018315017,0.0054902583,0.33755738
0.16299662,0.08321645,0.0006418079,0.0077395737,0.22696137
0.233239,0.61961627,0.0011775047,0.008145824,0.37268323
0.11810703,0.070494786,0.0012419969,0.017744184,0.16300572
0.15819073,0.17081577,0.0007703006,0.009113416,0.22797626
0.020792356,0.00046423648,0.00024533272,0.001364259,0.020606704
0.05889789,0.00742917,0.00032556802,0.006151475,0.07455804
0.032700256,0.0010374049,0.0002744235,0.0037020706,0.037324686
0.06144048,0.013388726,0.0006580129,0.0031992793,0.07864354
0.18044958,0.24066623,0.00087061524,0.0072149336,0.2653047
0.06639262,0.008708128,0.0002755411,0.0010571405,0.08516134
0.06859786,0.004880917,0.00037133694,0.0023032352,0.08790976
0.20741573,0.3784826,0.0012373477,0.012609869,0.3152285
0.09462302,0.015539613,0.00045256317,0.0030104741,0.12527879
0.09955587,0.013694125,0.00065788627,0.008695185,0.13202015
0.099084005,0.018967984,0.00084925443,0.009026423,0.13182575
0.14448129,0.019973682,0.00094407797,0.0042397827,0.19545661
0.03074362,0.0010843403,0.0002649054,0.0014388263,0.03459016
0.22288482,0.27971596,0.0009533763,0.015520304,0.3281518
0.2506889,0.2720325,0.0011341274,0.011185974,0.36638978
0.16596921,0.32397968,0.0014293641,0.008201227,0.25239962
0.13109966,0.061045513,0.0011312068,0.013346344,0.18035625
0.2642723,1.0525559,0.0022787899,0.026215404,0.45438135
0.048507817,0.0020624201,0.00043290108,0.0069543347,0.059540905
0.18878801,0.094673045,0.00067842007,0.012209684,0.26407373
0.06488483,0.006490698,0.0004918799,0.0020389184,0.082854934
0.27016348,0.6487765,0.0014232993,0.009204268,0.42694297
0.19123201,0.22492562,0.0007894635,0.00517413,0.27900568
0.04728679,0.0074701346,0.00033811852,0.0014600381,0.058309756
0.321962,0.57472855,0.0011761487,0.00988245,0.49290064
0.2320646,0.40325493,0.000947237,0.01340735,0.35191843
0.042493694,0.010661799,0.0003591515,0.0013962947,0.05188299
0.2429969,1.4072965,0.001522094,0.0062381774,0.45595282
0.16512415,0.06007249,0.0008177459,0.0032469481,0.22789389
0.1222615,0.023097603,0.0013430715,0.008715019,0.16463195
0.054849193,0.0027529495,0.0005209744,0.0070335865,0.06847787
0.12762283,0.048623465,0.0010123104,0.010534599,0.17439197
0.2478426,1.6361191,0.0011439025,0.009701565,0.48295754
0.07336281,0.04353085,0.00043243915,0.002904348,0.0979949
0.16116676,0.26484066,0.0010190904,0.01358626,0.24045126
0.21221527,0.095459804,0.0014262795,0.008036643,0.2969341
0.16239777,0.3771865,0.001017049,0.007175863,0.25210288
0.15949789,0.047269646,0.0012187213,0.011453494,0.21888743
0.2027528,0.8902152,0.0014517158,0.018791333,0.35392642
0.0719063,0.003924611,0.0007168427,0.0021407977,0.09245601
0.19972044,0.37623507,0.0008363873,0.0048360378,0.30425885
0.18515901,1.8634264,0.0010982603,0.01100032,0.41530856
0.099014424,0.024487002,0.0004882887,0.004717402,0.13221611
0.17655395,0.46029833,0.0008029789,0.013087213,0.27926216
0.07087022,0.020203857,0.00032019615,0.0025491267,0.09244452
0.15507981,0.12582657,0.0010377318,0.011452794,0.219646
0.09642038,0.016257985,0.000549376,0.002086483,0.12785801
0.035032935,0.009084511,0.00032209232,0.001263503,0.04130087
0.08455563,0.010368725,0.00047294796,0.010832809,0.11073062
0.11535605,0.07030706,0.00060714036,0.008576229,0.15913862
0.08994238,0.011263663,0.00037126988,0.004178576,0.11834947
0.11289781,0.021453287,0.00051257014,0.01349479,0.15138039
0.1215396,0.05295402,0.0006505996,0.0032568648,0.16626006
0.08080801,0.028821755,0.00045328587,0.007772237,0.107115924
0.080199145,0.009523306,0.00057605654,0.017867401,0.10455819
0.17786042,0.22009622,0.00092478096,0.008570701,0.25986284
0.065047145,0.008513315,0.0004178658,0.0019008219,0.08326088
0.13082594,0.045648765,0.000774771,0.014587194,0.17861244
0.14344876,0.13138498,0.0010160059,0.012980819,0.2038574
0.20405415,1.4944223,0.0017093867,0.008292973,0.40914494
0.15171032,0.041219592,0.00097242,0.009913042,0.2074526
0.06200461,0.010947375,0.00051938,0.002042599,0.0792174
0.27434564,0.43840382,0.0012882948,0.011382908,0.4142049
0.14656264,0.066222824,0.0013766736,0.005405873,0.20245713
0.102523424,0.05814368,0.0005870983,0.004382223,0.14010203
0.15711997,0.14894474,0.0008556992,0.0045831203,0.22454469
0.2120684,0.16072883,0.0015235245,0.015604138,0.30249667
0.080693096,0.04635326,0.0008163452,0.0039901882,0.10850443
0.2776529,0.70284146,0.0015019476,0.007305339,0.4422038
0.0849024,0.010978895,0.00076669455,0.007921778,0.111269906
0.18273738,0.45378464,0.000822708,0.011461586,0.28734136
0.079277605,0.015902733,0.0005640313,0.0060863793,0.1038321
0.23987192,0.5486168,0.000923872,0.011112094,0.37569267
0.021936078,0.000841078,0.00020532683,0.0013868958,0.022240859
0.18783666,0.12860423,0.0010776967,0.011634663,0.2657408
0.08753392,0.045491494,0.00041574985,0.004634291,0.11800328
0.25980043,0.35937893,0.0021786392,0.01745765,0.38686234
0.09492378,0.065833054,0.0006635189,0.008982629,0.13014446
0.10911569,0.02231987,0.00052787364,0.0041983277,0.14616318
0.08530191,0.006505454,0.00042575598,0.0048803315,0.11143376
0.065467976,0.0070555657,0.00043173134,0.0019487031,0.08372108
0.17159292,0.13219537,0.00090019405,0.020527333,0.24332203
0.062004417,0.006452984,0.00037546456,0.0014287904,0.07881993
0.07511943,0.021403534,0.0005262047,0.0022094548,0.09849809
0.111678675,0.014857791,0.0005495623,0.004691586,0.1490911
0.14678974,0.737146,0.0011365712,0.013646781,0.26206812
0.11704648,0.019348115,0.0011366159,0.010855794,0.15700118
0.14559257,0.045824848,0.001536727,0.018938214,0.19929667
0.08975831,0.04258264,0.0005264282,0.0037026703,0.120859645
0.065281324,0.03985124,0.0009643063,0.0015141666,0.08635816
0.2051144,1.8391347,0.0016579628,0.0066965222,0.44109303
0.031666674,0.002360802,0.0002547633,0.0026841946,0.035994947
0.28477874,0.3377088,0.0010539293,0.007898241,0.41990903
0.07399764,0.0162295,0.00042334944,0.008803651,0.096470684
0.17232,0.27392066,0.000955984,0.0126826465,0.25686473
0.16234724,0.10015412,0.0011322349,0.00530532,0.22754931
0.08073714,0.0055766497,0.00045849383,0.0025776327,0.10496242
0.2442046,1.0522448,0.001568675,0.0069322586,0.42626536
0.079510346,0.0063492404,0.00081590563,0.0028993785,0.10331357
0.14699678,0.07369867,0.00090646744,0.010301635,0.20372547
0.18214658,0.22881775,0.00077806413,0.005901858,0.26663288
0.06719666,0.006258378,0.00050492585,0.0023729205,0.08607024
0.080983445,0.018046241,0.0005243048,0.0034060255,0.106409185
0.13399486,0.05196567,0.00088094175,0.009114787,0.1836062
0.20514618,0.70630145,0.0012470186,0.010941982,0.34102294
0.2613851,0.25846368,0.0011526346,0.01059249,0.38016194
0.18322359,0.2592233,0.0010698289,0.008575425,0.27082747
0.11718526,0.023228316,0.0008728355,0.0051149353,0.15753834
0.07183206,0.02151221,0.00040408224,0.005639147,0.09390642
