entropy,energy,hybrid,mc_dropout,ensemble
0.10174261,5.653765,2.877754,0.004236676,0.062541395
0.004111425,4.2439144e-05,0.002076932,0.0002311375,0.006701501
0.0023965812,5.2365353e-06,0.0012009089,0.00014999975,0.017247755
0.039382115,0.00936757,0.024374843,0.0012563989,0.020341128
0.047594987,0.0738426,0.060718793,0.0008025095,0.023375127
0.067865975,0.6741687,0.37101734,0.0025344938,0.068332985
0.016114924,0.0006912716,0.008403098,0.00082381815,0.0043278094
0.052013054,0.16499673,0.10850489,0.0024804212,0.017362405
0.2049325,3.5821574,1.8935449,0.009913027,0.114196435
0.04578405,0.11698746,0.081385754,0.001159709,0.0172713
0.050402954,0.47115505,0.260779,0.0013901442,0.0154002905
0.05641774,0.24289162,0.14965469,0.0015761256,0.03846713
0.026970083,0.00043428462,0.013702184,0.0010384619,0.030633464
0.09694663,0.32899252,0.21296957,0.0030658692,0.03180126
0.06311384,0.12632628,0.09472006,0.004027024,0.0217706
0.052290622,0.15464786,0.10346924,0.002107598,0.03620958
0.1232644,5.350345,2.7368047,0.005980104,0.061568394
0.097223245,1.2496198,0.67342156,0.002952911,0.027835637
0.057809643,0.07771004,0.06775984,0.0015859976,0.05549901
0.03692701,0.024237817,0.030582413,0.0009045601,0.009667147
0.09714272,0.20163177,0.14938724,0.0013452321,0.012804337
0.02869614,0.0009278664,0.014812003,0.0017790087,0.025834586
0.021333346,0.00048022481,0.010906786,0.0010052547,0.049077213
0.020014254,0.0016795541,0.0108469045,0.0014386028,0.029228617
0.04724891,5.32986,2.6885545,0.0021827966,0.030177884
0.04539698,0.092226945,0.06881196,0.0007820241,0.00862875
0.00033946446,4.5743022e-08,0.0001697551,2.7108938e-05,0.0008897772
0.041903175,0.0035974192,0.022750298,0.0025254488,0.029713564
0.037473686,0.008947743,0.023210716,0.0005407408,0.0108532235
0.02357551,0.0018904114,0.012732961,0.0009337552,0.015647046
0.051240344,1.645979,0.8486097,0.0023243502,0.026833419
0.118583515,0.39934766,0.25896558,0.0072030127,0.019490357
0.054615337,0.4281137,0.24136452,0.002246175,0.009607393
