entropy,energy,hybrid,mc_dropout,ensemble
0.11134168,3.0410893,1.5762155,0.0061509013,0.023470879
0.09106613,6.177266,3.1341662,0.002161488,0.048898272
0.046447743,0.02731497,0.036881357,0.0018941537,0.023294352
0.06272148,5.1108375,2.5867794,0.0030129328,0.04735411
0.065796964,0.5782492,0.3220231,0.0030763298,0.040014334
0.036075678,2.3080711,1.1720734,0.0011910424,0.06420062
0.009717129,0.0002586085,0.004987869,0.003153257,0.016308106
0.00855426,6.36565e-05,0.0043089585,0.0002915028,0.01500291
0.05073705,0.87851334,0.46462518,0.006765157,0.11610848
0.037354212,0.0072817793,0.022317996,0.0010083839,0.024794651
0.0626957,3.6346471,1.8486714,0.0022895783,0.0030763047
0.01064008,0.0001705028,0.0054052914,0.0019156337,0.041758627
0.079234585,0.047534432,0.06338451,0.005582452,0.047386445
0.088174485,0.069805056,0.078989774,0.0010845661,0.06121054
0.01629657,0.000476094,0.008386332,0.0036246479,0.0249733
0.12984768,1.446487,0.7881673,0.0034249723,0.037105538
0.07170115,0.08219442,0.07694778,0.0023921132,0.024818957
0.12628105,5.4924083,2.8093448,0.0026212633,0.027185373
0.025439907,0.0028778075,0.014158857,0.0018370412,0.027860567
0.10389238,0.24350661,0.1736995,0.00023917248,0.08380871
0.11442143,9.415593,4.7650075,0.00043862686,0.021075249
0.13283166,1.916165,1.0244983,0.0025008768,0.07266993
0.13538717,0.8997135,0.51755035,0.0060164034,0.066229925
0.18345253,0.30348843,0.24347049,8.440984e-05,0.046064876
0.07896684,0.04875501,0.06386092,0.002496004,0.029448725
0.16983853,2.4779804,1.3239094,0.0023970306,0.05264272
0.21547264,1.1437607,0.6796167,0.00188943,0.01209585
0.10441894,2.8555348,1.4799769,0.003502965,0.04046031
0.073901474,0.03250201,0.053201742,0.00055304915,0.06738381
0.08285199,3.356785,1.7198185,0.0023719706,0.021539435
0.18003266,0.62399954,0.4020161,0.00078509003,0.023984179
0.100581326,0.3051418,0.20286156,0.0022653267,0.024048597
0.08368425,0.33925873,0.2114715,0.00049073994,0.0133719705
0.05556396,0.061285555,0.058424756,0.0009287223,0.025415622
0.00015025804,1.9869761e-08,7.513895e-05,0.00019590277,0.0031569535
0.1608868,2.8611984,1.5110426,0.0030737817,0.04826142
0.021896815,0.00081024214,0.011353528,0.0034592152,0.06537906
0.07164828,0.19664523,0.13414675,0.0013899207,0.032822575
0.09739355,1.4662455,0.7818195,0.0017858967,0.009843761
0.08721567,0.07945242,0.08333404,0.0016327873,0.050055653
0.10610718,1.7389054,0.92250633,0.0013443381,0.051674902
0.070816375,0.024438333,0.047627352,0.00050202385,0.00096223876
0.073627405,1.6651971,0.86941224,0.0017094724,0.05590654
0.085136846,0.12878002,0.106958434,0.0057974607,0.007540662
0.032236967,2.7295396,1.3808883,0.0057284534,0.00083569624
0.068024784,0.0168985,0.04246164,0.004770443,0.058769546
0.10093078,2.8943348,1.4976327,0.0020873696,0.013471246
0.105089374,4.4882946,2.296692,0.0015070327,0.025981877
0.0707283,0.78695863,0.42884347,0.006431654,0.013429888
0.049031112,0.07619988,0.0626155,0.0016154349,0.05244121
0.019180825,0.0025128685,0.010846847,0.00014385278,0.0040258374
0.05852199,0.21538243,0.1369522,0.0008659065,0.013950773
0.15080647,4.445172,2.2979891,0.0014997125,0.06643138
0.08382825,6.6155586,3.3496935,0.0025535896,0.014425211
0.12941596,5.115728,2.622572,0.0008220412,0.06256864
0.14006883,0.49698955,0.3185292,0.0005929731,0.011998415
0.10014644,1.033303,0.5667247,0.003672421,0.07362923
0.059678037,1.2670915,0.6633848,2.1001993e-05,0.045325898
0.08204946,0.040188316,0.061118886,0.0023102015,0.030435909
0.10704227,7.0749,3.5909712,0.0011290349,0.030396089
0.12758534,0.10315653,0.11537093,0.00025046058,0.0033720396
0.11757852,1.4678924,0.79273546,0.003744334,0.073547326
