entropy,energy,hybrid,mc_dropout,ensemble
0.056269266,5.253312,2.6547906,0.00059271976,0.030921075
0.07023733,0.085642055,0.07793969,0.0039512664,0.037366934
0.13696599,0.8699463,0.5034561,0.004155569,0.06830334
0.08409099,3.9846845,2.0343878,0.002923727,0.06423346
0.047667775,1.1874884,0.6175781,0.0013091229,0.003956373
0.051337443,0.045905873,0.04862166,0.0038692132,0.09464351
0.14637193,0.9331222,0.53974706,0.0049773753,0.041051276
0.015477909,0.00071156654,0.008094737,6.463344e-05,0.0010177956
0.051616866,0.6436583,0.34763756,0.007713288,0.09103434
0.06543104,0.028643401,0.04703722,0.0021092147,0.012725364
0.060595192,0.03993013,0.05026266,0.0011079684,0.016953945
0.0047445865,3.4009976e-05,0.0023892983,0.0017154329,0.047726426
0.0614815,0.02252574,0.04200362,0.0038785338,0.06901815
0.0569386,0.012311197,0.034624897,0.0025063455,0.06394163
0.10278907,3.376384,1.7395866,0.0015071686,0.058188252
0.17517196,0.9381798,0.55667585,0.0046211183,0.09171378
0.039230105,0.0041804505,0.021705277,0.0015875846,0.016846202
0.11788195,3.3960218,1.7569519,0.0031751096,0.024597175
0.06810161,3.982166,2.0251338,0.00257463,0.07084834
0.040426027,0.005168844,0.022797436,0.0010726526,0.06734195
0.06358083,8.953146,4.5083632,0.004663199,0.0738496
0.010083658,8.565293e-05,0.0050846552,0.0006585773,0.028793745
0.026331138,0.0017160708,0.014023604,0.00076197647,0.033845376
0.006353872,0.00015781158,0.0032558418,0.00019675517,0.012333318
0.15091929,4.7204256,2.4356725,0.0053284317,0.06605854
0.0060154293,1.0946589e-05,0.003013188,0.00014433078,0.047803987
0.0011681069,4.127e-07,0.0005842598,0.00089771114,0.05761596
0.16313308,2.6883292,1.4257312,0.0018633902,0.04481359
0.05090015,1.022489,0.5366945,0.001153361,0.04111028
0.05573963,0.14879902,0.10226932,8.918694e-05,0.045814537
0.10804511,0.9308722,0.51945865,0.003071569,0.085590556
0.11618358,2.6407502,1.3784668,0.0024420097,0.097232394
0.0031481208,1.1148413e-05,0.0015796346,0.00030118646,0.001541669
0.07062492,0.046104755,0.05836484,0.0024634711,0.029595029
0.047557525,0.13613977,0.09184864,0.0004368145,0.017824803
0.033244014,3.9964566,2.0148504,0.00023390539,0.0701831
0.13598944,2.7724836,1.4542365,0.009217188,0.062010117
0.07992694,0.044807553,0.062367246,0.0022780448,0.04324623
0.21551816,1.0927612,0.65413964,0.002544403,0.060192876
0.05056836,0.010310716,0.030439539,0.0034348667,0.045934733
0.056799296,0.8707466,0.46377295,0.001473397,0.033755
0.059299015,0.03267926,0.045989137,0.0013056695,0.03133737
0.062015384,4.798687,2.4303513,0.002019398,0.05667673
0.018290391,0.0010045763,0.009647484,9.338325e-05,0.014910284
0.14676276,0.49313268,0.31994772,0.0097415,0.03330124
0.07035813,0.17525588,0.122807,0.0018155277,0.04274992
